provinsi,gmv_transaksi_juta,reported_turnover_spt_juta,tax_paid_final_juta,annual_order_volume,avg_ticket_size_ribu,digital_payment_ratio,logistics_tracking_ratio,customer_return_rate,bps_ecom_penetration_pct,bps_infrastructure_index,target_non_compliance
Jawa Barat,15.44,11.47,0.06,165,93.57,0.6282,0.6864,0.0667,41.64,6.3,0
Banten,51.48,42.96,0.21,181,284.41,0.6573,0.5478,0.0371,46.57,6.21,1
Bali,30.13,13.37,0.07,148,203.58,0.6208,0.8164,0.0199,48.5,6.62,0
Sulawesi Selatan,11.44,7.69,0.04,159,71.98,0.5606,0.6895,0.0466,26.89,6.17,0
DKI Jakarta,29.43,19.54,0.1,180,163.5,0.7316,0.4164,0.036,62.57,7.78,0
Sumatera Selatan,13.09,7.76,0.04,160,81.82,0.6938,0.7455,0.0562,27.43,5.84,0
Riau,20.6,13.54,0.07,173,119.1,0.538,0.7349,0.0296,25.97,6.11,0
Sumatera Selatan,28.66,20.6,0.1,155,184.92,0.4096,0.6701,0.0307,25.0,5.93,0
Sumatera Selatan,23.19,10.73,0.05,161,144.06,0.4294,0.6542,0.0399,24.02,5.7,1
Riau,21.38,17.33,0.09,151,141.59,0.664,0.7822,0.0532,26.05,6.0,0
Bali,15.76,11.01,0.06,159,99.14,0.6362,0.6188,0.0199,48.1,6.68,0
Jawa Tengah,35.08,27.18,0.14,131,267.81,0.4757,0.657,0.0115,35.33,5.96,0
Jawa Barat,29.62,17.53,0.09,157,188.69,0.5012,0.9074,0.0497,43.45,6.18,0
Jawa Timur,15.39,15.39,0.08,154,99.96,0.7065,0.6206,0.0451,34.74,5.91,0
Jawa Barat,27.1,19.93,0.1,174,155.76,0.7292,0.7134,0.0406,43.97,6.13,0
Jawa Barat,22.79,16.85,0.08,181,125.9,0.5963,0.9158,0.0412,43.21,6.06,0
DKI Jakarta,17.99,11.72,0.06,160,112.47,0.3861,0.684,0.0402,64.11,7.72,1
Sumatera Utara,23.15,16.76,0.08,147,157.51,0.4327,0.7938,0.0666,27.91,6.14,0
Bali,58.8,40.63,0.2,165,356.37,0.5001,0.7077,0.0438,47.93,6.89,0
DKI Jakarta,16.04,10.81,0.05,165,97.22,0.6768,0.8838,0.0357,64.88,7.59,0
Riau,30.27,15.46,0.08,155,195.28,0.3674,0.7228,0.0188,28.94,6.22,1
Sulawesi Selatan,35.34,27.78,0.14,155,227.99,0.6305,0.6703,0.0319,25.11,6.06,0
Banten,29.87,19.41,0.1,159,187.85,0.7862,0.5964,0.0507,44.24,6.19,0
Jawa Barat,35.27,27.05,0.14,150,235.12,0.6799,0.7796,0.0544,42.57,6.14,0
Riau,20.53,15.44,0.08,145,141.61,0.6224,0.5443,0.0104,24.78,6.05,1
Jawa Tengah,27.85,19.5,0.1,148,188.18,0.1696,0.6583,0.0573,29.97,5.86,0
Jawa Barat,23.37,18.03,0.09,150,155.8,0.5898,0.4754,0.0372,43.92,6.28,0
Banten,11.78,8.88,0.04,145,81.26,0.6933,0.8117,0.0867,43.39,6.62,0
DKI Jakarta,15.13,15.13,0.08,168,90.07,0.7208,0.9281,0.064,62.73,7.89,0
Jawa Timur,38.07,30.03,0.15,150,253.81,0.6004,0.7919,0.0359,38.65,5.99,0
Sumatera Selatan,17.59,12.89,0.06,150,117.25,0.7238,0.5218,0.0162,23.66,5.92,0
Jawa Barat,18.25,11.26,0.06,146,125.0,0.501,0.6483,0.0189,42.66,6.4,0
Sumatera Utara,30.43,20.79,0.1,140,217.33,0.7314,0.5756,0.0287,26.41,5.91,0
Sulawesi Selatan,22.33,17.68,0.09,162,137.86,0.713,0.8753,0.0753,26.54,6.16,0
Jawa Tengah,34.41,23.42,0.12,163,211.12,0.5567,0.5799,0.0332,35.4,5.72,1
Jawa Tengah,22.37,18.36,0.09,161,138.97,0.7722,0.5031,0.0437,34.12,5.68,1
Sumatera Selatan,16.65,12.29,0.06,184,90.5,0.587,0.8263,0.0364,26.25,5.96,0
Sumatera Selatan,38.54,27.57,0.14,155,248.65,0.4222,0.6934,0.0354,23.06,5.68,0
Banten,16.26,13.64,0.07,164,99.14,0.6282,0.7229,0.0309,44.66,6.33,0
Sumatera Selatan,44.59,29.13,0.15,157,284.02,0.6392,0.8256,0.0685,25.89,6.04,0
Riau,30.44,19.15,0.1,155,196.36,0.6057,0.7691,0.0565,27.02,5.96,0
Jawa Tengah,20.04,9.44,0.05,176,113.84,0.4234,0.5074,0.0107,35.57,6.08,1
Bali,32.57,18.99,0.09,164,198.59,0.6144,0.7697,0.0062,49.34,6.33,1
Jawa Tengah,19.18,11.95,0.06,164,116.97,0.2407,0.787,0.0555,33.2,5.99,1
Riau,16.39,9.1,0.05,161,101.81,0.4019,0.8439,0.0608,22.62,5.9,1
Sumatera Utara,26.89,14.22,0.07,165,162.97,0.5825,0.6623,0.0208,29.04,6.02,0
Sumatera Utara,34.79,23.85,0.12,159,218.8,0.4994,0.7129,0.0307,29.31,6.07,1
Bali,27.3,15.69,0.08,162,168.5,0.4668,0.7972,0.0613,50.46,6.57,0
Sulawesi Selatan,15.67,10.98,0.05,152,103.1,0.4972,0.6459,0.0521,26.71,5.98,1
Sumatera Selatan,13.69,8.39,0.04,173,79.13,0.5798,0.565,0.0394,24.27,5.71,1
Sumatera Utara,22.43,16.08,0.08,167,134.33,0.5496,0.7331,0.0508,26.02,6.21,0
Jawa Timur,13.73,9.99,0.05,156,88.0,0.5992,0.727,0.0345,34.43,5.81,0
Sumatera Selatan,22.74,22.74,0.11,163,139.52,0.5428,0.842,0.0314,25.09,5.73,0
DKI Jakarta,22.04,14.29,0.07,153,144.04,0.6291,0.8366,0.0608,65.44,7.72,1
Jawa Barat,34.86,21.05,0.11,165,211.28,0.489,0.8153,0.0262,45.33,6.07,0
Riau,31.83,15.59,0.08,156,204.03,0.358,0.6528,0.0301,26.81,6.17,0
Jawa Tengah,33.68,28.97,0.14,138,244.09,0.8099,0.6493,0.0735,36.27,5.8,0
Banten,22.51,16.12,0.08,155,145.23,0.7058,0.6935,0.0224,43.53,6.38,0
Sulawesi Selatan,18.67,11.18,0.06,155,120.48,0.4937,0.5442,0.0729,29.25,6.02,1
Jawa Timur,32.05,29.08,0.15,175,183.15,0.6145,0.8212,0.0431,34.87,6.08,0
Banten,27.07,17.64,0.09,149,181.65,0.4649,0.6171,0.0397,39.4,6.32,1
Riau,22.9,18.92,0.09,129,177.54,0.7015,0.6443,0.05,25.43,5.87,0
Sumatera Selatan,72.48,63.14,0.32,178,407.21,0.8333,0.8416,0.0563,24.14,5.78,0
Sulawesi Selatan,31.73,29.67,0.15,154,206.05,0.7863,0.3321,0.0668,28.25,6.15,0
Jawa Timur,37.01,28.49,0.14,136,272.17,0.6603,0.6033,0.0351,36.57,6.0,0
Sulawesi Selatan,15.21,15.08,0.08,172,88.41,0.817,0.7643,0.0485,28.44,5.97,0
Jawa Tengah,15.49,15.49,0.08,167,92.74,0.7488,0.8369,0.0306,35.81,5.87,0
Riau,15.41,9.52,0.05,152,101.36,0.6419,0.6121,0.0286,27.26,6.04,1
DKI Jakarta,23.91,14.69,0.07,162,147.62,0.4625,0.8149,0.042,62.39,7.82,0
Sulawesi Selatan,18.02,11.29,0.06,132,136.52,0.5489,0.5789,0.0543,24.13,6.05,0
Sumatera Selatan,25.94,19.56,0.1,155,167.33,0.5382,0.6267,0.0211,22.71,5.85,0
Jawa Timur,56.4,34.85,0.17,160,352.53,0.5371,0.4971,0.0076,38.86,6.07,0
Sulawesi Selatan,23.4,22.56,0.11,167,140.15,0.745,0.6552,0.0191,27.14,6.15,0
Jawa Barat,31.12,30.61,0.15,166,187.46,0.7031,0.8485,0.03,44.4,6.04,0
Jawa Timur,25.88,15.6,0.08,170,152.23,0.4878,1.0,0.0653,37.81,5.85,0
Banten,39.41,30.57,0.15,153,257.61,0.6977,0.7411,0.0227,44.04,6.67,0
Riau,36.36,23.58,0.12,179,203.1,0.6248,0.8037,0.0495,26.02,6.15,0
Riau,23.58,19.41,0.1,165,142.91,0.6385,0.831,0.0622,25.15,6.27,0
DKI Jakarta,38.85,25.87,0.13,161,241.32,0.7115,0.7387,0.0241,66.88,7.84,0
Bali,30.64,20.42,0.1,153,200.25,0.9272,0.6285,0.0667,47.31,6.66,1
Jawa Barat,39.62,25.67,0.13,173,229.03,0.4298,0.8406,0.0511,45.06,5.89,1
Sulawesi Selatan,22.47,15.66,0.08,150,149.8,0.6095,0.8731,0.0202,29.15,5.86,0
Banten,34.21,24.36,0.12,166,206.07,0.5908,0.569,0.0317,45.04,6.46,1
Sumatera Utara,20.83,10.96,0.05,159,131.03,0.2406,0.8629,0.0237,28.23,5.93,0
Jawa Timur,15.47,12.52,0.06,170,91.01,0.79,0.7927,0.0343,34.63,5.94,0
Jawa Timur,20.41,16.05,0.08,174,117.29,0.449,0.8039,0.0474,35.13,6.07,0
Banten,31.27,19.29,0.1,156,200.46,0.6996,0.8393,0.0264,42.96,6.4,0
Jawa Tengah,31.56,22.12,0.11,164,192.42,0.505,0.6648,0.0468,33.75,5.91,0
Sulawesi Selatan,18.36,15.51,0.08,174,105.5,0.8749,0.7306,0.043,29.24,6.18,0
Riau,44.16,37.58,0.19,146,302.46,0.639,0.6454,0.0182,26.62,6.25,1
Banten,15.45,11.85,0.06,168,91.95,0.7379,0.8427,0.0469,44.51,6.37,0
Riau,27.37,22.6,0.11,172,159.14,0.4041,0.7233,0.061,27.71,6.22,0
DKI Jakarta,19.53,14.63,0.07,163,119.81,0.5748,0.7282,0.0347,60.41,7.61,1
Riau,24.4,19.48,0.1,151,161.6,0.8008,0.4836,0.0542,22.84,6.1,0
Jawa Barat,12.02,8.74,0.04,146,82.35,0.7167,0.731,0.019,41.06,6.22,0
Jawa Barat,12.55,7.96,0.04,180,69.7,0.3519,0.8842,0.0703,44.77,6.14,0
Riau,19.57,14.8,0.07,179,109.32,0.4915,0.7594,0.0516,23.14,6.04,0
Banten,36.34,28.16,0.14,175,207.64,0.5158,0.8824,0.0536,44.11,6.25,0
Jawa Barat,22.7,18.73,0.09,141,160.98,0.7508,0.7316,0.0263,42.01,6.15,0
DKI Jakarta,13.02,10.36,0.05,165,78.9,0.6802,0.6812,0.0537,63.77,7.54,0
Riau,41.17,31.98,0.16,170,242.18,0.8393,0.4587,0.0478,25.94,6.05,0
Sumatera Utara,27.02,16.76,0.08,165,163.75,0.5514,0.7443,0.0544,28.79,6.05,0
Jawa Tengah,36.72,26.55,0.13,170,215.98,0.4418,0.8499,0.0656,32.6,5.95,0
Jawa Tengah,21.86,16.84,0.08,176,124.2,0.8285,0.8284,0.0298,34.26,5.72,0
Sumatera Selatan,11.83,8.17,0.04,178,66.45,0.5039,0.7959,0.0656,26.52,5.92,1
Bali,52.1,45.67,0.23,162,321.64,0.7815,0.7185,0.0549,50.64,6.67,0
Sulawesi Selatan,21.0,15.31,0.08,156,134.64,0.6351,0.4979,0.0162,27.36,6.01,0
Bali,40.16,32.83,0.16,164,244.88,0.7048,0.7841,0.0727,47.44,6.65,0
Jawa Tengah,20.65,19.21,0.1,170,121.49,0.669,0.6903,0.0292,33.49,5.89,0
Sumatera Selatan,25.32,15.73,0.08,165,153.47,0.4823,0.6705,0.0439,27.28,5.57,0
Jawa Timur,12.46,8.85,0.04,176,70.78,0.7418,0.8194,0.0447,36.77,5.85,0
Jawa Barat,16.72,14.95,0.07,169,98.95,0.6408,0.7854,0.0207,44.64,6.41,0
Jawa Barat,52.59,40.67,0.2,164,320.68,0.4777,0.8676,0.0572,44.56,6.23,0
Banten,33.6,23.02,0.12,146,230.16,0.7486,0.9067,0.0311,45.28,6.31,0
Jawa Tengah,41.12,26.62,0.13,151,272.3,0.59,0.6421,0.0144,35.11,5.9,0
Jawa Barat,30.41,19.52,0.1,162,187.69,0.4638,0.5653,0.0235,41.4,6.24,1
Sumatera Selatan,27.77,23.26,0.12,167,166.28,0.5424,0.7228,0.0036,22.88,6.06,0
DKI Jakarta,37.27,27.52,0.14,155,240.48,0.372,0.7209,0.0133,63.61,7.68,0
Sulawesi Selatan,37.66,27.54,0.14,160,235.38,0.8103,0.7634,0.0597,29.75,5.94,0
Banten,28.5,18.11,0.09,167,170.66,0.7185,0.8155,0.0093,45.96,6.32,0
Jawa Timur,21.36,15.4,0.08,139,153.7,0.4023,0.7189,0.0468,36.78,5.89,1
Jawa Timur,38.3,16.61,0.08,159,240.89,0.6458,0.4758,0.0283,38.35,5.89,0
Riau,13.36,8.88,0.04,148,90.26,0.481,0.6191,0.0615,25.52,6.09,1
Sulawesi Selatan,22.38,14.96,0.07,177,126.46,0.6229,0.7685,0.0395,26.66,5.96,1
Jawa Tengah,12.96,10.53,0.05,167,77.62,0.7397,0.7265,0.0158,31.21,5.85,0
Sulawesi Selatan,16.2,10.75,0.05,173,93.65,0.6411,0.631,0.0516,27.69,6.23,1
Sulawesi Selatan,26.05,18.47,0.09,160,162.84,0.6094,0.8168,0.0323,27.38,5.9,0
Sulawesi Selatan,33.85,19.71,0.1,155,218.38,0.1386,0.7418,0.0533,29.41,6.05,1
Riau,61.74,60.29,0.3,159,388.28,0.6104,0.8203,0.0464,26.99,5.93,0
DKI Jakarta,23.42,17.55,0.09,169,138.59,0.2912,0.7418,0.0188,63.62,7.84,0
Jawa Timur,18.54,13.98,0.07,154,120.39,0.3102,0.4263,0.0373,36.94,6.09,1
Sumatera Utara,20.62,16.83,0.08,146,141.25,0.8115,0.7084,0.0285,27.78,5.94,0
Sumatera Selatan,25.65,19.17,0.1,155,165.5,0.7095,0.5673,0.0347,21.65,5.8,0
DKI Jakarta,64.01,41.2,0.21,167,383.31,0.4428,0.7808,0.0371,61.77,7.81,1
Sumatera Utara,22.8,20.15,0.1,155,147.13,0.5593,0.6483,0.008,29.59,6.01,0
Riau,13.91,7.3,0.04,158,88.02,0.5928,0.4908,0.0458,25.94,6.24,0
DKI Jakarta,29.4,23.97,0.12,165,178.2,0.4714,0.7633,0.0333,61.57,7.59,0
Sumatera Utara,23.69,17.07,0.09,155,152.84,0.7334,0.7612,0.0143,30.46,6.17,0
Banten,25.02,21.48,0.11,174,143.8,0.824,0.6872,0.0166,46.67,6.65,0
Banten,22.1,13.67,0.07,172,128.5,0.4431,0.784,0.0051,45.93,6.43,1
Sumatera Selatan,70.91,36.09,0.18,159,445.96,0.4951,0.6778,0.0789,24.96,5.8,0
DKI Jakarta,16.87,8.96,0.04,147,114.77,0.3684,0.7555,0.0392,63.97,7.64,1
Sumatera Selatan,11.23,6.74,0.03,153,73.37,0.4052,0.7493,0.0473,24.28,5.86,1
Jawa Barat,16.03,12.16,0.06,146,109.79,0.5983,0.7807,0.0686,43.63,6.23,0
Sumatera Selatan,19.88,11.85,0.06,172,115.55,0.5752,0.7846,0.0945,25.26,5.7,1
Jawa Timur,11.95,10.37,0.05,146,81.85,0.5631,0.827,0.0256,37.91,5.92,0
Sumatera Utara,20.96,13.16,0.07,157,133.5,0.6715,0.8468,0.0294,29.09,6.06,0
Jawa Tengah,55.18,29.65,0.15,160,344.88,0.5925,0.8371,0.0197,28.28,6.05,0
Sulawesi Selatan,13.4,7.9,0.04,164,81.69,0.4615,0.8457,0.0368,29.63,6.23,0
Jawa Barat,13.32,12.2,0.06,171,77.91,0.6446,0.857,0.0037,43.68,6.13,0
Banten,38.28,18.9,0.09,178,215.07,0.3862,0.8123,0.066,42.08,6.25,0
Bali,23.62,18.89,0.09,178,132.72,0.6434,0.8417,0.0499,49.04,6.62,0
Jawa Timur,22.26,14.88,0.07,183,121.64,0.4368,0.8571,0.0357,37.3,5.98,0
DKI Jakarta,40.65,32.48,0.16,158,257.29,0.7648,0.4595,0.0106,61.18,7.87,1
Jawa Tengah,18.72,15.41,0.08,167,112.13,0.8286,0.857,0.0687,32.24,5.81,0
Jawa Tengah,12.03,11.01,0.06,166,72.5,0.5994,0.7148,0.0311,31.54,5.74,0
DKI Jakarta,36.32,29.46,0.15,164,221.45,0.4942,0.7838,0.0746,62.08,7.73,0
Sulawesi Selatan,21.32,14.32,0.07,150,142.16,0.7134,0.6599,0.0339,28.76,5.97,0
Bali,22.29,9.47,0.05,161,138.46,0.7048,0.884,0.0414,47.81,6.56,0
Bali,9.41,9.41,0.05,150,62.73,0.6836,0.8582,0.015,48.88,6.5,0
Sumatera Utara,15.67,9.08,0.05,171,91.67,0.8128,0.597,0.0641,29.52,5.89,0
Jawa Timur,20.06,18.27,0.09,151,132.83,0.8395,0.7266,0.0065,36.2,6.03,0
Bali,13.82,11.08,0.06,155,89.15,0.712,0.4248,0.0555,49.91,6.63,0
Bali,41.38,30.86,0.15,172,240.58,0.5159,0.7013,0.0676,50.77,6.5,1
Sumatera Selatan,20.44,9.88,0.05,144,141.91,0.475,0.6149,0.0067,25.59,5.98,0
Jawa Barat,22.27,15.19,0.08,171,130.21,0.7305,0.7233,0.0586,44.28,5.93,0
Bali,35.97,19.8,0.1,148,243.05,0.2728,0.6349,0.0688,50.02,6.55,1
Riau,18.25,12.72,0.06,165,110.63,0.5694,1.0,0.0486,26.74,6.1,0
Riau,25.83,18.97,0.09,145,178.15,0.5167,0.6082,0.0517,27.42,6.2,0
Bali,23.74,17.59,0.09,162,146.57,0.4354,0.7745,0.0477,46.98,6.53,0
Jawa Tengah,36.17,18.71,0.09,160,226.08,0.2962,0.8039,0.0413,33.09,5.99,1
Banten,30.57,18.35,0.09,167,183.03,0.3234,0.7646,0.0195,44.71,6.3,1
Jawa Timur,30.3,21.41,0.11,150,201.98,0.4406,0.8206,0.0389,36.74,6.06,1
Jawa Barat,16.26,12.65,0.06,142,114.52,0.8515,0.9449,0.0339,47.13,6.35,0
Sumatera Utara,19.57,10.0,0.05,175,111.85,0.5476,0.924,0.0776,28.12,5.92,0
Sumatera Utara,23.96,16.43,0.08,171,140.13,0.7213,0.7805,0.0387,25.74,6.06,0
Jawa Tengah,33.42,16.86,0.08,166,201.35,0.4884,0.7761,0.0394,33.28,5.92,0
Sumatera Selatan,27.91,20.66,0.1,157,177.75,0.6267,0.8004,0.0438,25.56,5.73,0
Jawa Timur,31.09,24.65,0.12,142,218.97,0.4425,0.6764,0.049,35.54,6.01,1
Bali,14.37,12.89,0.06,146,98.41,0.7697,0.6166,0.0245,48.68,6.53,0
Sumatera Selatan,12.6,9.28,0.05,158,79.72,0.4299,0.7809,0.059,24.21,5.78,0
Jawa Timur,19.99,15.28,0.08,172,116.23,0.8848,0.5971,0.0384,36.76,5.91,0
Sumatera Selatan,18.13,10.26,0.05,169,107.3,0.5695,0.7194,0.0547,23.42,5.82,0
Jawa Tengah,17.59,12.19,0.06,187,94.07,0.5603,0.7305,0.0219,34.85,5.96,0
Sumatera Utara,22.48,14.47,0.07,170,132.23,0.6652,0.6021,0.0373,31.66,6.04,0
Riau,14.02,9.61,0.05,172,81.51,0.7279,0.8869,0.0697,24.89,6.35,0
Jawa Tengah,16.36,12.53,0.06,146,112.06,0.4662,0.6341,0.0798,31.24,5.8,0
Jawa Tengah,15.17,9.34,0.05,163,93.07,0.7518,0.676,0.0534,32.54,5.92,0
Jawa Barat,13.4,9.23,0.05,157,85.32,0.6855,0.8518,0.0176,45.49,6.13,0
Jawa Tengah,13.71,10.32,0.05,165,83.1,0.5448,0.744,0.0032,32.81,5.71,1
Riau,17.85,14.4,0.07,193,92.5,0.6999,0.7377,0.0534,26.7,6.26,0
Jawa Barat,31.63,24.73,0.12,166,190.56,0.5956,0.8301,0.0797,42.01,6.16,0
Bali,20.92,15.42,0.08,164,127.56,0.3523,0.6456,0.0323,51.42,6.51,1
Jawa Timur,22.61,17.91,0.09,146,154.89,0.7429,0.841,0.0362,36.41,6.01,0
Jawa Timur,21.85,13.82,0.07,165,132.45,0.6104,0.7251,0.0456,37.22,6.08,1
Banten,35.52,21.83,0.11,175,202.95,0.577,0.7077,0.0904,42.93,6.28,0
Riau,30.45,21.19,0.11,161,189.16,0.3752,0.6403,0.0439,24.81,6.08,0
Sumatera Selatan,31.69,20.58,0.1,165,192.06,0.7069,0.6684,0.0442,24.31,6.0,0
Riau,22.33,13.22,0.07,167,133.69,0.332,0.8368,0.0326,26.31,6.09,1
Jawa Barat,26.48,18.54,0.09,184,143.9,0.3518,0.6169,0.0423,44.67,6.22,1
Bali,14.6,4.51,0.02,172,84.87,0.3891,0.7636,0.0628,46.21,6.57,1
Banten,16.55,11.23,0.06,158,104.72,0.6902,0.7377,0.0272,42.69,6.19,0
Bali,34.22,25.28,0.13,160,213.86,0.5981,0.6989,0.0593,47.71,6.57,0
Riau,18.74,14.55,0.07,167,112.21,0.603,0.6819,0.0602,26.33,6.0,1
DKI Jakarta,22.36,14.04,0.07,173,129.24,0.9738,0.8274,0.0243,61.85,7.72,0
Sumatera Utara,30.42,24.19,0.12,153,198.82,0.7376,0.8308,0.0562,28.27,5.97,0
Bali,25.56,15.73,0.08,155,164.9,0.7377,0.757,0.0813,47.77,6.62,0
Sumatera Selatan,24.08,14.63,0.07,164,146.8,0.7616,0.9027,0.0158,24.12,5.84,0
Sumatera Selatan,21.66,14.87,0.07,167,129.72,0.5836,0.7242,0.0372,23.16,5.98,0
Bali,37.54,31.16,0.16,169,222.12,0.6743,0.7555,0.0453,47.22,6.67,0
Sumatera Utara,16.93,13.91,0.07,159,106.46,0.6735,0.7547,0.0479,28.84,5.93,0
Jawa Tengah,26.61,20.76,0.1,155,171.66,0.5929,0.6517,0.0212,34.87,6.01,0
DKI Jakarta,19.36,14.22,0.07,152,127.39,0.7051,0.7344,0.0151,64.76,7.64,0
Sulawesi Selatan,28.25,21.07,0.11,147,192.2,0.6607,0.7942,0.0254,29.57,5.88,0
Riau,27.55,22.12,0.11,137,201.13,0.5831,0.8946,0.0421,28.0,6.2,0
Bali,25.63,22.08,0.11,166,154.38,0.6255,0.6861,0.0308,48.5,6.53,0
Sumatera Selatan,40.87,27.78,0.14,162,252.28,0.6433,0.9632,0.0575,27.13,5.89,0
Jawa Timur,30.01,24.48,0.12,144,208.4,0.5203,0.5722,0.0643,37.98,5.81,1
Jawa Barat,19.9,14.61,0.07,157,126.78,0.4675,0.7297,0.0229,41.96,6.11,1
Bali,25.72,13.88,0.07,158,162.76,0.5064,0.4028,0.0468,47.74,6.59,1
Bali,23.78,19.76,0.1,143,166.3,0.7154,0.6929,0.0421,48.97,6.55,0
Sumatera Utara,41.83,36.62,0.18,175,239.04,0.6635,0.6472,0.091,29.73,5.98,0
Jawa Tengah,14.87,12.0,0.06,197,75.48,0.699,0.9203,0.0317,32.86,5.86,0
Bali,43.16,37.32,0.19,169,255.38,0.5489,0.5149,0.0483,47.28,6.72,1
Bali,13.81,12.79,0.06,190,72.67,0.7369,0.6833,0.08,49.93,6.49,0
Sumatera Selatan,29.46,29.27,0.15,161,183.01,0.4985,0.9565,0.001,22.64,5.58,0
Sumatera Utara,29.91,24.29,0.12,164,182.36,0.703,0.8582,0.0697,28.87,6.19,0
Sulawesi Selatan,21.06,13.11,0.07,159,132.48,0.6748,0.8261,0.0278,27.96,5.93,0
Sulawesi Selatan,30.14,22.19,0.11,153,196.99,0.5093,0.6919,0.0111,25.89,5.94,1
Jawa Tengah,13.44,13.44,0.07,159,84.54,0.7224,0.5498,0.0464,35.87,5.79,1
Jawa Timur,13.64,7.26,0.04,136,100.29,0.4401,0.7871,0.0442,36.88,5.8,1
Sumatera Selatan,12.15,6.51,0.03,136,89.33,0.3851,0.8098,0.0525,22.54,5.83,1
Jawa Barat,18.24,12.66,0.06,171,106.64,0.5104,0.7523,0.0552,43.45,6.12,0
DKI Jakarta,39.08,27.14,0.14,156,250.52,0.6336,0.8052,0.038,60.94,7.78,0
Sumatera Utara,41.19,25.48,0.13,148,278.3,0.5521,0.6796,0.0753,28.95,5.97,0
Sulawesi Selatan,23.05,16.52,0.08,165,139.73,0.78,0.8118,0.068,29.19,5.72,0
Bali,26.79,18.57,0.09,167,160.39,0.7859,0.4552,0.0492,52.79,6.44,0
Jawa Barat,62.96,51.81,0.26,155,406.17,0.5358,0.6786,0.0474,43.53,6.28,1
Jawa Tengah,18.53,12.4,0.06,155,119.54,0.614,0.6747,0.0639,32.21,5.76,0
Jawa Timur,17.07,11.44,0.06,161,106.0,0.3061,0.7707,0.0411,37.16,6.03,0
Sulawesi Selatan,31.45,27.4,0.14,134,234.67,0.6239,0.6951,0.0157,30.06,5.92,0
Bali,18.17,13.83,0.07,160,113.55,0.5707,0.6035,0.0382,49.49,6.7,0
Sulawesi Selatan,14.78,9.67,0.05,159,92.93,0.5898,0.6275,0.0335,29.15,6.02,1
Banten,34.85,27.01,0.14,152,229.29,0.7215,0.6115,0.0431,45.26,6.21,0
DKI Jakarta,44.53,24.16,0.12,149,298.89,0.4664,0.565,0.0167,64.3,7.59,1
Riau,16.26,15.56,0.08,141,115.31,0.3591,0.7337,0.0193,24.05,5.89,0
Sulawesi Selatan,23.76,21.23,0.11,165,143.99,0.6433,0.7991,0.0634,25.72,6.12,1
Jawa Timur,32.21,21.05,0.11,139,231.69,0.5369,0.9221,0.0418,34.48,5.81,0
Jawa Tengah,14.39,9.98,0.05,141,102.03,0.6866,0.4468,0.0348,31.4,5.82,1
Sumatera Utara,40.94,32.18,0.16,172,238.02,0.6166,0.8217,0.0319,26.79,6.03,0
Jawa Tengah,48.45,36.09,0.18,154,314.58,0.5704,0.6297,0.0373,35.99,5.89,1
Bali,13.6,9.27,0.05,164,82.93,0.7006,0.6761,0.0439,47.68,6.54,0
Banten,12.85,7.92,0.04,162,79.33,0.3098,0.5003,0.0074,44.27,6.19,1
Bali,11.17,8.52,0.04,157,71.15,0.5882,0.5717,0.0325,48.37,6.46,0
Riau,16.99,13.39,0.07,149,114.01,0.7847,0.7691,0.0445,26.44,5.94,0
Banten,11.66,8.88,0.04,142,82.1,0.6299,0.6533,0.0376,44.23,6.06,0
Banten,40.75,31.63,0.16,158,257.92,0.629,0.6919,0.0057,42.24,6.43,0
Sumatera Selatan,14.91,10.49,0.05,160,93.17,0.8424,0.7339,0.041,25.22,5.94,0
Jawa Tengah,20.8,18.99,0.09,173,120.23,0.4943,0.6941,0.0398,32.18,5.73,1
Banten,29.0,18.09,0.09,165,175.77,0.474,0.6188,0.0267,43.05,6.54,1
Bali,15.65,14.67,0.07,158,99.05,0.6193,0.6927,0.0221,48.28,6.59,0
Sulawesi Selatan,22.2,16.25,0.08,151,147.04,0.5514,0.7984,0.0446,29.11,6.11,0
DKI Jakarta,29.98,20.09,0.1,147,203.95,0.8134,0.8043,0.0428,62.6,7.82,0
Sumatera Selatan,148.75,137.8,0.69,185,804.07,0.7534,0.8014,0.0499,24.46,5.86,0
Bali,28.21,19.12,0.1,159,177.43,0.7807,0.7102,0.0822,49.34,6.36,0
Banten,10.88,8.73,0.04,151,72.04,0.8582,0.4476,0.0521,44.51,6.4,0
Jawa Tengah,37.58,29.04,0.15,180,208.8,0.7241,0.5905,0.0261,33.5,5.92,0
Banten,28.05,16.62,0.08,164,171.03,0.567,0.5778,0.0658,42.01,6.3,0
Sulawesi Selatan,32.31,24.89,0.12,171,188.97,0.68,0.8082,0.0356,28.09,6.03,0
Jawa Barat,21.76,14.58,0.07,156,139.51,0.5921,0.7162,0.0357,42.01,6.15,0
Jawa Timur,35.31,29.11,0.15,153,230.81,0.4994,0.6105,0.0226,34.21,5.85,0
Sulawesi Selatan,22.92,13.94,0.07,177,129.48,0.264,0.7098,0.0521,27.21,6.0,1
Riau,27.01,15.53,0.08,158,170.94,0.6194,0.7917,0.0346,25.37,6.01,0
Jawa Tengah,28.07,18.55,0.09,173,162.24,0.5595,0.7006,0.0584,37.64,5.91,0
Riau,26.09,15.78,0.08,169,154.4,0.5027,0.8653,0.0525,27.61,6.0,0
Jawa Barat,19.6,18.74,0.09,157,124.83,0.7391,0.746,0.024,44.56,6.06,0
