provinsi,gmv_transaksi_juta,volume_transaksi_tahunan,proporsi_e_commerce_pct,infrastruktur_digital_score,rasio_pembayaran_digital,frekuensi_pengiriman_logistik,omset_dilaporkan_spt_juta,pajak_disetor_juta,target_compliance_risk
Jawa Timur,323.54,154,37.95,59.49,0.618,131,265.83,1.33,1
Sulawesi Selatan,173.57,135,25.2,64.64,0.878,126,114.55,0.57,0
Banten,49.13,125,52.92,83.67,0.868,127,45.88,0.23,0
Sulawesi Selatan,526.89,134,32.8,61.15,0.47,134,372.19,1.86,1
Riau,220.24,131,44.28,70.44,0.749,114,114.79,0.57,1
DKI Jakarta,59.45,142,27.65,53.58,0.489,124,29.6,0.15,1
Jawa Tengah,121.04,120,36.09,83.67,0.831,104,79.22,0.4,0
Sumatera Selatan,164.26,142,25.38,76.41,0.769,139,122.81,0.61,0
Sumatera Utara,103.59,144,38.87,89.88,0.538,156,83.81,0.42,0
Jawa Timur,278.03,150,44.65,76.22,0.378,160,264.61,1.32,1
Sumatera Utara,148.09,143,29.06,98.72,0.701,136,95.26,0.48,0
Sulawesi Selatan,83.83,130,28.39,61.82,0.703,118,76.1,0.38,0
Jawa Timur,175.8,108,39.28,86.36,0.726,99,96.01,0.48,1
DKI Jakarta,340.0,142,25.1,71.18,0.657,147,330.09,1.65,0
Jawa Timur,22.67,145,16.78,68.42,0.717,144,10.5,0.05,0
Sulawesi Selatan,43.0,156,39.24,85.84,0.711,126,39.67,0.2,0
Sumatera Selatan,198.24,136,33.71,96.82,0.483,111,113.84,0.57,1
Bali,259.16,139,33.45,87.02,0.909,131,214.29,1.07,0
Sulawesi Selatan,81.92,128,41.25,66.18,0.885,122,61.73,0.31,0
Jawa Barat,49.35,141,42.93,74.98,0.61,153,38.29,0.19,0
Jawa Tengah,734.79,124,33.07,60.64,0.854,104,762.19,3.81,0
DKI Jakarta,74.58,134,21.53,80.39,0.644,139,58.85,0.29,0
DKI Jakarta,35.15,132,27.34,69.73,0.745,141,18.98,0.09,1
Bali,172.12,143,42.02,61.18,0.644,130,114.78,0.57,0
Sulawesi Selatan,158.16,113,36.64,51.03,0.633,95,73.21,0.37,1
Jawa Barat,32.32,144,28.4,95.34,0.641,125,19.98,0.1,1
Sumatera Selatan,155.27,126,25.59,53.86,0.956,125,91.68,0.46,0
Sumatera Utara,17.13,119,42.41,66.14,0.338,97,14.02,0.07,0
DKI Jakarta,158.71,130,32.34,59.33,0.824,138,157.76,0.79,0
Sulawesi Selatan,60.04,144,44.03,74.21,0.797,147,35.0,0.17,0
Bali,75.85,142,45.55,59.55,0.977,147,72.13,0.36,0
Sumatera Utara,68.17,148,31.25,86.07,0.814,151,66.09,0.33,0
Sumatera Selatan,123.92,142,46.4,61.02,0.474,119,100.52,0.5,1
Jawa Timur,232.78,126,36.66,59.09,0.869,128,198.85,0.99,0
Sumatera Selatan,141.29,135,38.21,60.63,0.39,132,129.82,0.65,0
Banten,54.1,150,8.74,64.58,0.98,122,34.72,0.17,0
Sulawesi Selatan,34.14,116,23.35,81.45,0.496,102,35.55,0.18,0
DKI Jakarta,244.06,163,24.0,60.27,0.79,151,158.19,0.79,0
Jawa Barat,90.57,122,31.18,84.15,0.865,117,41.23,0.21,0
Sulawesi Selatan,147.81,133,36.37,71.08,0.924,113,129.53,0.65,0
Jawa Tengah,82.24,124,36.86,59.65,0.597,118,50.8,0.25,0
Jawa Timur,51.49,126,38.43,61.76,0.722,136,21.52,0.11,1
Sumatera Selatan,37.67,137,26.78,75.84,0.425,124,19.45,0.1,0
Jawa Barat,47.56,126,43.3,68.55,0.923,106,30.44,0.15,0
Sumatera Utara,19.21,158,56.71,75.17,0.684,148,10.34,0.05,0
Jawa Tengah,342.11,168,30.76,89.82,0.428,157,167.18,0.84,1
Jawa Barat,36.04,126,27.04,52.25,0.727,135,18.23,0.09,0
Sulawesi Selatan,120.33,127,26.78,69.29,0.509,119,97.13,0.49,0
Jawa Barat,71.61,122,36.03,70.36,0.762,106,34.62,0.17,1
DKI Jakarta,238.05,121,28.69,62.29,0.748,104,216.43,1.08,0
Riau,202.4,130,14.24,71.65,0.91,105,191.7,0.96,0
Bali,10.59,135,17.52,77.77,0.937,138,9.21,0.05,0
Jawa Barat,55.39,111,47.24,78.66,0.68,97,30.98,0.15,0
Sumatera Selatan,207.32,123,50.38,82.82,0.677,127,160.6,0.8,0
Sumatera Utara,112.93,135,54.2,53.76,0.716,130,49.65,0.25,1
Bali,550.13,129,37.72,72.54,0.708,130,557.14,2.79,1
Jawa Barat,486.09,130,23.11,87.12,0.767,111,196.76,0.98,1
Sulawesi Selatan,177.0,123,29.74,72.3,0.716,104,96.28,0.48,0
Riau,33.76,157,17.1,82.17,0.553,145,15.33,0.08,0
Bali,149.28,131,16.64,78.93,0.692,118,156.24,0.78,0
Jawa Timur,176.11,145,38.06,72.77,0.9,138,75.1,0.38,0
Sulawesi Selatan,249.16,135,41.47,53.87,0.599,138,99.94,0.5,1
Riau,347.86,113,58.5,81.03,0.902,121,161.9,0.81,1
Jawa Barat,23.97,136,34.0,76.19,0.281,133,23.32,0.12,0
Sulawesi Selatan,567.78,145,18.71,50.28,0.653,125,375.0,1.88,0
Sumatera Selatan,34.14,133,33.54,60.14,0.536,118,34.62,0.17,0
Jawa Timur,33.38,139,31.61,53.01,0.218,148,34.17,0.17,0
Sumatera Utara,51.82,120,29.11,77.94,0.833,103,45.19,0.23,0
Jawa Timur,254.41,130,39.12,50.74,0.778,107,129.69,0.65,1
Sumatera Utara,51.84,120,20.43,91.28,0.914,129,53.46,0.27,0
Sulawesi Selatan,215.28,138,36.57,96.43,0.702,111,147.43,0.74,0
Bali,247.07,119,42.82,97.8,0.864,121,173.43,0.87,0
Jawa Tengah,55.5,115,52.04,61.1,0.853,97,45.17,0.23,0
Sulawesi Selatan,138.38,128,38.72,74.26,0.546,127,119.77,0.6,0
Banten,91.12,129,47.52,93.67,0.881,110,93.45,0.47,0
Sumatera Selatan,466.77,147,29.67,83.68,0.913,157,481.28,2.41,0
Sumatera Selatan,107.96,147,31.35,64.64,0.416,119,72.21,0.36,1
Banten,10.83,128,51.17,90.86,0.329,114,5.33,0.03,1
Banten,119.73,134,18.54,78.12,0.629,138,119.15,0.6,0
Banten,145.41,137,30.16,85.77,0.935,132,69.41,0.35,0
Bali,76.12,125,48.54,97.5,0.884,115,57.79,0.29,0
Jawa Timur,414.68,131,32.47,98.88,0.705,121,210.67,1.05,1
Jawa Tengah,282.15,128,31.57,74.74,0.621,121,178.57,0.89,0
Jawa Timur,84.88,120,31.82,57.67,0.781,131,63.17,0.32,0
Jawa Barat,61.78,131,36.41,80.36,0.9,131,53.02,0.27,0
Jawa Timur,58.45,114,48.03,81.55,0.899,107,60.43,0.3,0
Jawa Barat,44.01,139,46.09,78.04,0.844,124,43.88,0.22,0
DKI Jakarta,361.64,133,35.14,70.68,0.435,126,267.0,1.33,1
Sumatera Selatan,76.89,138,48.11,78.5,0.701,148,46.37,0.23,0
DKI Jakarta,25.99,127,39.1,76.17,0.778,109,19.46,0.1,0
Sumatera Utara,203.86,136,45.31,96.29,0.679,122,130.13,0.65,0
Sumatera Selatan,24.04,121,22.66,91.04,0.855,99,16.8,0.08,0
Sumatera Selatan,425.5,136,55.86,69.29,0.809,134,423.09,2.12,0
Banten,17.63,101,37.64,77.97,0.853,104,12.94,0.06,0
Jawa Barat,87.19,117,5.0,77.74,0.654,115,37.23,0.19,1
Sulawesi Selatan,103.9,144,54.91,75.03,0.756,150,87.75,0.44,0
Bali,145.78,130,35.06,52.85,0.719,134,84.93,0.42,1
Riau,23.51,125,30.25,84.92,0.797,136,12.67,0.06,0
DKI Jakarta,234.44,128,27.73,85.83,0.5,119,210.58,1.05,0
DKI Jakarta,72.54,128,40.27,73.73,0.462,105,36.82,0.18,1
Jawa Timur,190.24,146,24.34,94.18,0.751,140,151.44,0.76,0
Jawa Barat,86.49,140,28.08,98.21,0.677,144,80.53,0.4,0
Bali,128.82,115,28.37,89.83,0.89,106,76.69,0.38,0
Jawa Tengah,335.8,141,31.49,95.47,0.812,131,237.39,1.19,0
Jawa Tengah,10.12,162,28.82,73.89,0.618,165,7.85,0.04,0
Sulawesi Selatan,22.29,131,45.23,94.8,0.875,105,18.2,0.09,0
Bali,302.36,134,38.25,95.82,0.321,133,311.96,1.56,1
Jawa Tengah,505.11,141,39.72,80.55,0.439,142,493.86,2.47,0
Jawa Timur,330.46,149,42.33,57.39,0.907,162,177.08,0.89,0
Sumatera Utara,362.33,127,33.88,57.46,0.977,129,273.47,1.37,0
Riau,67.29,117,22.76,73.14,0.877,98,33.82,0.17,0
Sulawesi Selatan,547.62,130,56.66,86.04,0.919,123,240.41,1.2,1
Bali,143.9,136,46.13,74.57,0.75,125,91.99,0.46,0
Sulawesi Selatan,39.02,132,54.35,89.19,0.921,121,23.72,0.12,0
DKI Jakarta,28.9,129,47.41,87.72,0.317,133,22.27,0.11,1
Jawa Tengah,53.74,115,29.48,59.98,0.609,112,43.89,0.22,0
Sumatera Utara,195.59,136,6.82,56.51,0.656,138,127.26,0.64,0
DKI Jakarta,438.37,129,20.25,84.59,0.533,132,422.46,2.11,1
Jawa Timur,78.09,108,42.64,65.7,0.739,108,73.97,0.37,0
Jawa Barat,191.02,129,33.78,95.64,0.899,132,165.94,0.83,0
Sulawesi Selatan,97.62,148,29.96,92.56,0.714,128,61.3,0.31,1
DKI Jakarta,13.99,122,5.05,72.11,0.605,101,7.8,0.04,1
Jawa Barat,40.55,118,34.84,78.44,0.793,100,19.28,0.1,0
Jawa Barat,30.52,139,22.02,91.51,0.776,144,17.18,0.09,0
Jawa Barat,149.8,125,26.31,92.7,0.388,135,153.31,0.77,0
Sumatera Utara,13.6,147,45.2,77.29,0.688,158,9.13,0.05,0
Jawa Timur,82.98,136,22.65,97.62,0.47,109,55.61,0.28,1
Sulawesi Selatan,488.9,138,23.8,75.53,0.449,151,345.14,1.73,1
Jawa Tengah,31.02,141,37.23,52.01,0.538,150,25.48,0.13,0
Sumatera Utara,44.15,135,45.47,77.57,0.921,116,44.07,0.22,0
Riau,52.64,140,30.17,88.07,0.911,135,24.96,0.12,0
Riau,161.43,122,52.61,98.26,0.653,133,150.65,0.75,0
Sumatera Selatan,179.22,134,19.66,55.16,0.731,126,123.99,0.62,0
Jawa Tengah,42.99,155,17.55,71.59,0.924,168,24.87,0.12,0
Sumatera Utara,81.36,130,16.53,78.75,0.907,125,61.31,0.31,0
Bali,77.45,117,15.17,93.19,0.635,105,58.18,0.29,0
Bali,36.83,139,39.04,85.08,0.674,117,17.93,0.09,0
Riau,39.94,138,23.27,61.33,0.898,114,18.5,0.09,0
Riau,354.53,147,18.08,92.11,0.885,148,286.27,1.43,0
Bali,26.34,141,39.56,82.55,0.86,126,23.13,0.12,0
Riau,80.27,138,44.89,93.86,0.572,127,64.19,0.32,0
Sulawesi Selatan,27.21,139,47.61,90.88,0.931,150,17.13,0.09,0
Jawa Barat,118.92,137,45.5,56.33,0.387,117,90.53,0.45,1
Jawa Timur,184.74,120,23.98,97.06,0.867,109,182.73,0.91,0
Jawa Barat,99.63,127,38.31,72.26,0.691,136,99.68,0.5,0
DKI Jakarta,58.64,138,40.96,98.15,0.483,149,32.31,0.16,1
Banten,170.05,140,29.3,59.16,0.669,145,78.53,0.39,1
Jawa Tengah,53.75,150,36.98,88.87,0.74,137,44.32,0.22,0
Banten,279.58,134,19.98,64.94,0.605,112,143.53,0.72,1
Banten,56.6,122,27.47,52.2,0.913,126,52.11,0.26,0
Riau,48.51,124,39.46,98.71,0.972,130,28.26,0.14,0
Sulawesi Selatan,410.98,128,53.09,64.87,0.753,129,204.59,1.02,0
Bali,430.24,135,48.82,53.95,0.545,121,400.32,2.0,0
Jawa Timur,56.14,124,42.93,92.16,0.642,123,30.06,0.15,1
Jawa Timur,402.07,137,35.96,71.17,0.414,138,163.14,0.82,1
Sumatera Selatan,424.25,121,34.1,78.25,0.807,129,396.32,1.98,0
Jawa Barat,62.19,153,17.63,98.26,0.449,128,28.67,0.14,1
Sumatera Utara,320.81,142,24.97,73.55,0.51,124,215.85,1.08,1
Banten,991.25,144,25.37,53.29,0.641,132,651.53,3.26,1
Jawa Barat,12.85,131,41.9,83.87,0.56,136,6.34,0.03,0
Riau,267.34,138,46.34,84.82,0.415,147,113.05,0.57,1
Jawa Timur,10.2,124,43.84,59.52,0.801,109,4.64,0.02,0
Jawa Barat,352.84,138,49.19,76.73,0.646,131,239.19,1.2,1
Riau,35.38,143,35.87,68.09,0.734,140,36.16,0.18,0
Jawa Barat,263.47,115,23.2,52.45,0.922,97,229.54,1.15,0
Riau,46.1,139,34.4,65.27,0.674,144,39.86,0.2,0
Jawa Barat,70.54,148,26.3,94.57,0.757,139,58.92,0.29,0
Banten,65.4,123,42.89,64.71,0.791,131,58.86,0.29,0
Bali,74.61,150,30.69,60.93,0.596,144,55.52,0.28,0
Jawa Tengah,325.49,152,33.82,96.1,0.758,159,338.72,1.69,0
Sumatera Selatan,85.75,148,43.32,68.73,0.896,120,68.17,0.34,0
Sumatera Selatan,103.89,138,26.11,96.09,0.806,128,84.16,0.42,0
Sulawesi Selatan,18.65,111,46.57,93.13,0.918,102,7.72,0.04,0
Jawa Barat,103.81,151,18.83,73.05,0.598,129,92.45,0.46,0
Sumatera Selatan,53.46,136,38.68,68.86,0.779,131,33.75,0.17,1
Sulawesi Selatan,70.3,135,33.91,56.75,0.637,138,63.48,0.32,0
Sumatera Selatan,195.65,105,44.93,59.34,0.958,99,186.03,0.93,0
Jawa Barat,61.89,136,18.51,61.39,0.656,142,25.65,0.13,1
Bali,77.48,125,16.63,73.05,0.666,110,50.37,0.25,0
Jawa Barat,165.67,136,44.0,68.23,0.852,120,163.72,0.82,0
Sumatera Utara,70.69,147,30.31,89.22,0.746,124,34.16,0.17,0
Banten,182.94,119,33.91,64.54,0.747,123,161.68,0.81,0
Sumatera Utara,39.84,115,27.08,70.8,0.648,97,24.31,0.12,0
Sumatera Utara,22.62,125,45.95,56.01,0.388,105,16.54,0.08,0
DKI Jakarta,54.76,136,38.59,63.29,0.416,109,54.07,0.27,0
Sumatera Utara,135.41,142,37.89,88.37,0.595,130,109.88,0.55,0
Sulawesi Selatan,47.98,147,20.96,84.65,0.758,136,32.72,0.16,0
Banten,774.63,134,41.02,69.71,0.536,125,660.85,3.3,1
Jawa Tengah,172.59,103,23.09,78.3,0.861,106,94.04,0.47,1
Sulawesi Selatan,74.72,108,27.1,72.46,0.794,99,30.48,0.15,0
DKI Jakarta,757.32,143,18.62,93.87,0.378,114,607.44,3.04,1
Banten,80.26,138,33.12,69.34,0.602,135,77.03,0.39,0
Sumatera Utara,11.64,144,47.77,85.38,0.398,122,9.95,0.05,0
Banten,108.24,125,37.72,60.71,0.753,100,79.84,0.4,0
Sulawesi Selatan,198.16,142,29.7,71.27,0.891,146,97.73,0.49,0
Banten,61.15,133,36.31,75.94,0.549,116,27.84,0.14,0
Sulawesi Selatan,26.61,119,36.24,55.13,0.653,122,15.49,0.08,0
DKI Jakarta,447.78,126,35.79,78.78,0.731,125,459.47,2.3,0
Sumatera Selatan,92.22,123,37.13,78.16,0.803,130,64.58,0.32,0
Sumatera Utara,209.07,122,22.52,57.78,0.768,110,192.98,0.96,0
Jawa Tengah,292.72,112,36.28,98.93,0.738,111,119.55,0.6,1
Jawa Tengah,138.77,124,13.94,54.53,0.555,120,98.13,0.49,0
Sumatera Selatan,125.77,126,41.91,93.87,0.589,130,70.49,0.35,0
Riau,112.74,137,21.77,74.08,0.572,123,114.92,0.57,0
Riau,443.21,126,49.13,60.91,0.666,123,234.52,1.17,1
DKI Jakarta,68.79,125,5.66,55.53,0.75,120,29.74,0.15,0
Sumatera Utara,225.66,130,55.09,84.27,0.961,105,114.03,0.57,0
Sulawesi Selatan,132.06,150,15.33,86.97,0.967,121,58.24,0.29,0
DKI Jakarta,27.73,137,20.6,83.0,0.752,146,16.78,0.08,0
Banten,195.43,124,38.59,70.57,0.767,123,204.66,1.02,0
Banten,285.93,140,42.42,58.46,0.627,137,287.32,1.44,1
Bali,81.07,146,31.6,88.69,0.891,149,62.57,0.31,0
Jawa Tengah,161.12,145,45.71,92.69,0.758,116,151.48,0.76,0
Banten,97.05,133,25.44,69.2,0.531,115,64.05,0.32,0
Sumatera Selatan,13.6,172,30.2,91.22,0.752,171,13.32,0.07,0
DKI Jakarta,82.01,126,31.38,81.14,0.73,127,44.01,0.22,0
Bali,92.12,125,28.54,75.82,0.685,123,60.99,0.3,1
Bali,1066.73,106,11.79,79.92,0.869,97,510.32,2.55,1
Sumatera Selatan,167.3,139,34.7,55.28,0.554,135,168.78,0.84,0
Riau,42.55,119,33.62,56.14,0.914,120,26.38,0.13,0
Sumatera Selatan,97.69,121,47.94,85.61,0.5,111,54.7,0.27,1
Sumatera Selatan,29.4,134,19.57,97.53,0.657,129,16.0,0.08,0
Sulawesi Selatan,334.69,131,27.33,74.88,0.675,107,236.98,1.18,1
Banten,339.44,143,49.44,52.65,0.899,121,246.99,1.23,0
Banten,250.09,137,38.52,53.34,0.511,141,209.4,1.05,0
Riau,63.62,134,41.59,72.9,0.481,122,58.91,0.29,0
Jawa Barat,18.29,147,40.44,82.23,0.867,151,15.67,0.08,0
Bali,75.74,139,40.49,57.59,0.612,139,54.55,0.27,0
Sumatera Selatan,352.66,139,56.85,51.62,0.728,126,263.86,1.32,1
Riau,307.85,151,36.1,85.74,0.7,155,318.31,1.59,0
Jawa Timur,34.18,137,22.86,57.16,0.92,114,23.61,0.12,0
Jawa Timur,165.05,116,42.67,71.47,0.788,98,100.51,0.5,0
Banten,97.0,136,28.2,85.97,0.795,125,79.51,0.4,0
Riau,168.44,126,33.68,56.14,0.883,125,141.04,0.71,0
Sumatera Selatan,174.3,124,39.44,71.69,0.846,110,175.93,0.88,0
Riau,24.62,131,25.14,55.46,0.89,117,15.48,0.08,0
Sulawesi Selatan,84.07,132,28.88,67.03,0.601,139,61.48,0.31,0
Sulawesi Selatan,44.16,131,40.71,94.71,0.596,140,35.58,0.18,0
Sumatera Selatan,121.69,144,28.42,83.62,0.494,154,104.74,0.52,1
Jawa Timur,33.61,122,46.68,51.13,0.576,98,14.32,0.07,1
Sumatera Utara,64.53,121,23.17,56.59,0.753,125,63.58,0.32,0
Banten,78.0,131,23.13,64.4,0.637,134,40.2,0.2,0
Riau,91.09,114,57.87,93.88,0.703,100,49.77,0.25,0
Bali,252.04,139,16.64,86.61,0.309,120,214.57,1.07,0
Jawa Timur,11.41,136,34.68,80.26,0.563,110,6.04,0.03,1
Sumatera Utara,346.47,139,57.22,57.48,0.72,145,168.66,0.84,1
DKI Jakarta,119.42,151,34.66,95.51,0.795,148,121.46,0.61,0
Sumatera Selatan,153.04,135,51.16,89.6,0.77,108,125.18,0.63,0
Banten,30.25,146,42.83,61.73,0.7,126,30.73,0.15,0
Banten,146.53,114,34.91,69.81,0.859,119,64.62,0.32,0
Sumatera Utara,85.63,122,33.43,70.99,0.973,119,36.22,0.18,1
Jawa Tengah,31.84,139,9.57,78.79,0.842,146,18.52,0.09,0
Sumatera Utara,155.56,144,31.17,68.37,0.879,121,66.11,0.33,0
Sumatera Selatan,32.53,133,37.79,60.29,0.411,144,22.29,0.11,1
Jawa Timur,33.72,137,37.78,82.68,0.825,118,34.56,0.17,0
Jawa Barat,559.96,127,64.59,83.2,0.706,113,353.88,1.77,1
Jawa Timur,118.5,138,38.37,71.68,0.771,148,103.8,0.52,0
Jawa Barat,256.13,135,42.56,73.85,0.671,120,210.07,1.05,0
Jawa Timur,20.33,121,48.98,52.48,0.849,118,8.56,0.04,1
Riau,86.56,106,41.49,72.35,0.863,95,47.68,0.24,0
Jawa Barat,28.08,140,33.97,89.22,0.868,143,22.73,0.11,0
Sumatera Selatan,40.32,127,34.03,78.98,0.559,113,18.54,0.09,1
Jawa Tengah,229.43,122,30.79,95.11,0.704,113,159.98,0.8,1
Bali,81.74,136,40.33,85.11,0.536,112,68.7,0.34,0
Sumatera Selatan,822.37,140,32.96,88.1,0.765,150,510.59,2.55,1
Jawa Tengah,23.69,132,42.5,72.46,0.801,141,14.29,0.07,0
Sumatera Utara,88.97,122,22.89,58.5,0.827,127,77.42,0.39,0
Jawa Barat,56.63,140,36.76,94.7,0.517,148,38.07,0.19,0
DKI Jakarta,51.87,124,53.62,82.3,0.583,121,38.68,0.19,0
Sulawesi Selatan,46.73,132,32.3,94.56,0.74,108,24.76,0.12,0
Bali,147.19,142,57.12,80.26,0.916,116,134.42,0.67,0
Jawa Barat,47.31,132,36.96,72.27,0.91,136,37.37,0.19,0
Jawa Tengah,167.08,133,34.32,56.6,0.864,127,172.5,0.86,0
Jawa Barat,84.88,143,36.4,69.49,0.913,126,75.67,0.38,0
Jawa Timur,156.65,131,31.26,79.28,0.62,106,123.69,0.62,0
Jawa Tengah,40.86,148,11.23,95.61,0.233,162,32.67,0.16,1
Jawa Timur,371.99,124,45.56,90.64,0.534,102,229.31,1.15,1
Sumatera Utara,250.67,143,61.31,75.14,0.559,130,172.85,0.86,1
Jawa Barat,132.82,147,40.77,71.95,0.892,147,111.25,0.56,0
Bali,272.22,129,41.5,51.63,0.869,127,200.02,1.0,0
Sumatera Selatan,123.77,133,32.81,67.21,0.843,111,126.28,0.63,0
Sumatera Selatan,11.02,122,48.89,98.08,0.764,120,8.37,0.04,0
Jawa Barat,118.0,143,34.53,86.31,0.73,128,48.17,0.24,0
Sumatera Selatan,84.62,132,38.21,75.71,0.849,112,40.79,0.2,0
Bali,80.0,126,16.22,92.25,0.885,124,34.4,0.17,0
Jawa Barat,193.71,139,28.65,51.13,0.777,148,191.2,0.96,0
Sumatera Selatan,34.32,125,39.41,96.92,0.711,128,20.76,0.1,0
Jawa Timur,400.72,114,45.89,84.28,0.66,96,378.07,1.89,0
Sumatera Selatan,191.27,136,46.22,50.65,0.603,115,131.91,0.66,1
Banten,111.12,143,16.05,84.57,0.723,134,110.93,0.55,0
Bali,71.39,129,17.27,54.07,0.908,104,50.93,0.25,0
Jawa Barat,346.87,148,42.01,81.34,0.805,119,332.67,1.66,0
Jawa Timur,62.69,134,26.04,64.74,0.352,117,52.45,0.26,1
Jawa Tengah,644.02,145,45.74,60.39,0.423,120,369.05,1.85,1
Jawa Tengah,146.16,137,15.44,80.78,0.93,132,113.24,0.57,0
Jawa Timur,431.13,117,33.82,71.27,0.849,95,247.56,1.24,1
Jawa Timur,58.58,135,34.59,53.16,0.565,117,31.04,0.16,1
Jawa Barat,448.25,138,40.77,90.29,0.925,112,272.31,1.36,1
Sumatera Selatan,289.28,111,22.63,63.04,0.555,106,171.5,0.86,1
Sumatera Utara,33.84,140,11.4,80.29,0.439,126,24.46,0.12,0
Bali,263.69,124,37.06,79.86,0.778,102,214.67,1.07,0
Sumatera Selatan,167.99,130,41.32,52.75,0.697,117,172.84,0.86,0
Jawa Barat,14.29,155,47.09,98.87,0.836,124,10.08,0.05,0
DKI Jakarta,395.94,127,30.7,71.94,0.598,133,354.22,1.77,0
Banten,40.5,135,44.31,60.06,0.825,122,29.12,0.15,0
Banten,19.44,150,40.83,71.4,0.704,149,13.26,0.07,0
Jawa Tengah,20.62,141,50.87,79.55,0.579,142,13.78,0.07,0
Sumatera Selatan,30.15,115,34.34,50.15,0.651,111,29.23,0.15,0
Sumatera Utara,268.41,148,14.24,64.71,0.875,144,132.87,0.66,0
Sumatera Selatan,149.97,134,34.19,76.28,0.408,124,88.28,0.44,0
Jawa Barat,148.77,123,36.06,84.03,0.274,113,129.22,0.65,1
Bali,11.01,129,41.22,65.35,0.557,115,6.52,0.03,0
Jawa Tengah,111.15,126,16.61,69.79,0.543,103,44.62,0.22,1
Banten,222.87,107,31.26,60.84,0.901,96,120.54,0.6,1
Banten,88.55,129,45.42,64.36,0.401,121,37.11,0.19,1
Bali,48.12,136,33.75,83.68,0.644,114,28.39,0.14,0
Jawa Tengah,78.8,120,31.33,66.53,0.888,128,48.25,0.24,0
Jawa Tengah,200.76,130,57.88,63.7,0.867,104,204.69,1.02,0
Jawa Timur,22.28,118,22.16,64.63,0.724,102,20.61,0.1,0
Jawa Timur,30.4,140,49.8,80.02,0.709,140,14.58,0.07,1
Jawa Barat,38.02,124,47.25,77.48,0.584,129,18.24,0.09,1
Jawa Barat,25.39,136,32.3,69.94,0.896,128,26.6,0.13,0
Jawa Tengah,183.45,122,34.61,80.98,0.804,119,153.46,0.77,0
Banten,18.43,131,34.56,81.5,0.755,115,14.87,0.07,0
Jawa Timur,89.18,138,37.18,50.64,0.884,149,69.79,0.35,0
Jawa Timur,113.88,119,27.87,66.61,0.842,118,56.63,0.28,1
Sumatera Selatan,121.5,117,29.86,61.97,0.575,98,69.48,0.35,0
Jawa Tengah,35.68,125,30.74,90.63,0.987,127,24.3,0.12,0
Sulawesi Selatan,176.24,153,31.12,63.5,0.638,128,121.63,0.61,0
Sumatera Selatan,428.0,134,31.27,65.55,0.727,123,441.27,2.21,0
Jawa Barat,243.17,138,8.11,76.35,0.714,130,104.18,0.52,1
Jawa Timur,548.08,132,36.17,76.82,0.869,134,224.47,1.12,1
Jawa Barat,497.29,141,28.67,89.74,0.587,154,494.64,2.47,0
Jawa Tengah,26.51,141,12.6,69.01,0.924,128,25.72,0.13,0
Jawa Timur,91.28,116,30.8,63.78,0.375,116,53.69,0.27,1
Jawa Barat,351.43,138,30.43,79.8,0.772,138,213.97,1.07,1
DKI Jakarta,19.31,143,50.3,85.69,0.827,122,15.16,0.08,0
Banten,50.81,127,28.53,98.64,0.83,126,27.0,0.13,0
Sumatera Selatan,48.37,145,43.01,80.3,0.701,154,46.87,0.23,0
Jawa Timur,21.31,147,51.59,74.05,0.731,142,12.26,0.06,0
Bali,210.08,116,27.46,56.52,0.675,109,92.21,0.46,1
Jawa Timur,204.6,135,34.43,98.36,0.833,134,152.69,0.76,0
Sulawesi Selatan,247.88,129,55.74,83.56,0.852,134,217.32,1.09,0
Jawa Tengah,106.86,128,37.75,58.09,0.8,111,109.16,0.55,0
Sumatera Utara,101.61,137,39.48,72.52,0.697,116,81.91,0.41,0
Sumatera Selatan,428.5,116,30.11,77.45,0.604,115,199.77,1.0,1
DKI Jakarta,22.21,137,43.24,60.63,0.629,111,18.45,0.09,0
Sulawesi Selatan,137.22,129,34.52,85.89,0.927,135,63.14,0.32,1
Jawa Timur,124.89,129,13.01,81.87,0.88,114,65.72,0.33,0
Banten,475.66,122,30.74,61.45,0.961,101,281.97,1.41,0
Riau,435.09,123,20.8,98.5,0.884,126,189.73,0.95,1
Riau,63.94,131,36.35,96.48,0.646,113,40.78,0.2,0
DKI Jakarta,514.29,141,24.0,63.01,0.753,129,462.12,2.31,1
Bali,112.05,123,40.74,71.65,0.712,113,48.74,0.24,1
Riau,205.34,138,35.54,93.84,0.792,144,148.32,0.74,0
Sulawesi Selatan,410.43,143,20.02,69.91,0.614,125,224.55,1.12,1
Banten,152.03,129,29.09,96.79,0.979,127,116.78,0.58,0
Riau,171.98,121,42.45,59.82,0.91,133,123.83,0.62,0
Banten,474.21,115,48.78,85.48,0.856,112,240.86,1.2,1
Bali,122.24,122,24.17,79.38,0.732,102,116.65,0.58,0
Bali,253.81,150,21.83,66.96,0.618,132,184.09,0.92,1
Sulawesi Selatan,300.46,120,58.41,85.17,0.821,115,312.68,1.56,0
Sumatera Utara,42.1,130,34.88,51.19,0.84,116,43.79,0.22,0
Sumatera Selatan,50.26,132,36.1,61.31,0.607,126,28.31,0.14,0
Jawa Timur,106.83,130,26.13,62.8,0.605,125,104.05,0.52,0
Banten,182.31,139,37.58,55.76,0.731,141,158.19,0.79,0
Sumatera Selatan,265.34,126,55.58,51.66,0.749,124,180.68,0.9,0
